,PA,cover,suitability9,suitability12,bathy_m,slope,bpi_broad,bpi_fine,sub_type,rei,temp1m_median,temp1m_qrange,ws1m_q90,coords$lat,coords$lon
406,1,20,717,706,0,0.638786614,21,2,1,0.048543781,12.86499977,1.488999963,0.141000003,44.7069107,-62.8444563
447,1,20,710,699,-0.699999988,0.088435844,14,1,2,0.175623193,13.42199993,4.058000088,0.252000004,44.69469176,-63.09141977
458,1,20,703,643,-0.899999976,0.061970357,11,1,1,0.001413207,18.81299973,3.816999912,0.032000002,44.68864128,-63.15148018
664,1,20,578,473,-2.133495808,1.17988503,19,9,1,0.006957731,10.78899956,1.169999957,0.048,43.91578151,-64.78032262
775,1,21,498,346,-3.962206602,0.243363649,4,0,1,0.11009191,NA,NA,NA,43.51790802,-65.55411653
776,1,21,287,157,-5.18134737,1.752516985,2,1,1,0.0747068,NA,NA,NA,43.51402353,-65.55871568
777,1,21,527,653,-0.914355397,0.953883767,19,3,1,0.008454496,15.27900028,1.118999958,0.30399999,43.51792914,-65.36271472
412,1,21.29999924,396,317,-2.569807291,2.080000162,19,2,2,0.122766942,12.48600006,1.506999969,0.160999998,44.70497962,-62.81706895
639,1,21.5,585,596,-0.317263663,0.505562305,4,1,1,0.001294658,19.83300018,2.97300005,0.037999999,44.14926345,-64.61183354
769,1,22,536,658,-1.066747904,0.962228358,17,2,1,0.069480687,15.96100044,1.639000058,0.079999998,43.54166143,-65.3580101
350,1,22.5,598,658,-1.035752892,0.271199465,11,3,1,0.001931069,15.23799992,4.407000065,0.296999991,44.72781087,-63.01677585
402,1,22.5,738,735,-0.507448733,0.163485616,20,1,1,0.136116698,13.22299957,1.644999981,0.165000007,44.70816055,-62.83694169
89,1,22.60000038,507,535,-1.645491719,0.790531635,15,0,1,0.138011083,NA,NA,NA,45.15564494,-61.55280835
596,1,23,557,477,-3.047851324,0.832273006,11,3,1,0.032563861,12.94299984,2.198999882,0.172000006,44.26815569,-64.33573899
56,1,23.70000076,531,514,-2.137168646,0.623971164,14,1,1,0.110175788,NA,NA,NA,45.16283921,-61.52412442
74,1,25,506,475,-1.690630913,1.517500281,13,7,1,0.020169744,NA,NA,NA,45.16052353,-61.64219455
446,1,25,711,710,-0.5,0.374894083,13,0,1,0.002161477,16.89500046,4.610000134,0.081,44.69467238,-63.11306483
552,1,25,520,493,-2.514477253,0.171754271,10,3,1,0.001813977,15.61499977,1.192999959,0.090999998,44.39468456,-64.29334891
205,1,26.20000076,457,575,-1.607456088,0.935694575,15,5,2,0.076638885,13.18700027,0.962000012,0.143000007,45.06169941,-61.82191307
666,1,27,364,357,-2.743066072,2.542346478,13,4,1,0.037492592,11.11699963,0.760999978,0.07,43.91026949,-64.81023432
778,1,28,479,320,-4.876562119,0.210919812,5,0,1,0.07018166,17.33399963,1.281999946,0.055,43.51571809,-65.45269715
299,1,28.39999962,642,645,-1.39309752,0.340244442,18,4,1,0.082161285,12.66899967,1.019000053,0.057,44.80853945,-62.55206436
544,1,29,NA,NA,-1.386772275,NA,15,3,3,0.007131224,13.65299988,1.845000029,0.268999994,44.39883813,-64.26003825
339,1,30,709,722,-0.300000012,0.201823547,6,0,1,0.002195019,20.4279995,5.198999882,0.458999991,44.73468831,-63.11270073
426,1,30,714,696,-0.899999976,0.640075803,10,1,2,0.009148785,15.91300011,5.633999825,0.25999999,44.69994604,-63.17801625
432,1,30,714,660,0,0,12,0,1,0.001683414,11.91300011,1.578999996,0.071000002,44.69906214,-63.13295302
437,1,30,620,614,-1,0.210127547,14,2,1,0.231186911,15.07699966,4.593999863,0.214000002,44.69722463,-63.07463704
456,1,30,667,662,-1,0.690895975,11,2,2,0.122364834,14.09899998,4.249000072,0.194999993,44.68987877,-63.16782631
195,1,31,591,543,-0.300000012,1.2190938,9,1,1,0.001571637,20.24600029,5.836999893,0.129999995,45.06965941,-61.92623415
727,1,31,644,595,-2.590673685,0.263996422,14,1,1,0.052039545,15.76000023,5.123000145,0.312000006,43.80876135,-64.92813496
423,1,32,496,448,-2.904620409,1.107718825,18,0,2,0.078400552,12.47599983,1.575999975,0.208000004,44.70122428,-62.83386866
109,1,32.40000153,518,613,-0.543777406,0.747726142,16,5,2,0.197300255,NA,NA,NA,45.15019435,-61.57031074
717,1,33.25,536,458,-1,5.289764881,14,1,1,0.018563414,16.50499916,5.051000118,0.294,43.82039263,-64.92981506
236,1,34.40000153,304,176,-4.074108601,3.205624819,10,3,1,0.001742689,13.50699997,0.967000008,0.035,44.95135378,-62.17247805
444,1,35,763,735,-0.800000012,0.191158697,10,1,1,0.00947344,17.02700043,4.382999897,0.136999995,44.69524597,-63.16033221
235,1,37,612,678,-1.143687487,0.692304075,11,1,2,0.0585467,14.62699986,2.561000109,0.090000004,44.953698,-62.23767103
2,1,37.5,NA,NA,0,NA,8,6,1,0.004089957,NA,NA,NA,45.98520936,-61.01256642
4,1,37.5,NA,NA,0,NA,7,9,1,0.004186361,NA,NA,NA,45.9836902,-61.01578399
6,1,37.5,NA,NA,0,NA,8,16,1,0.003083681,NA,NA,NA,45.98072967,-61.02673442
7,1,37.5,NA,NA,0,NA,7,18,1,0.004276517,NA,NA,NA,45.97830453,-61.03224268
352,1,37.5,597,549,-0.629190207,3.236701012,13,4,1,0.002752381,14.20499992,4.578999996,0.518000007,44.72623628,-63.00970377
424,1,37.5,632,540,-3.555481434,0.370064229,19,0,2,0.04008751,12.50500011,1.422999978,0.209999993,44.70092232,-62.84314698
465,1,37.5,648,577,-2.5,0,5,0,1,0.003160241,16.44400024,2.813999891,0.059999999,44.67146757,-63.45081317
624,1,37.5,677,652,-0.247774124,0.685301483,5,1,1,0.002443607,19.63800049,2.73300004,0.052999999,44.15572935,-64.60019193
632,1,37.5,617,665,-0.816000402,0.104116119,3,0,1,0.001610173,20.09799957,2.792000055,0.052999999,44.15177719,-64.61233964
633,1,37.5,509,520,-1.843546271,0.733552814,16,0,2,0.002254065,17.35899925,3.611000061,0.048999999,44.15259367,-64.53008028
635,1,37.5,589,616,-1.343427062,0.065895163,3,0,1,0.002180065,19.28800011,2.737999916,0.064999998,44.1511904,-64.60926006
637,1,37.5,600,489,-2.726893902,0.692534566,15,0,1,0.003610519,16.56800079,3.171000004,0.057,44.15098934,-64.5322271
648,1,37.5,NA,NA,0,NA,6,2,1,0.000649801,18.51300049,2.128999949,0.044,44.14525483,-64.60559785
674,1,37.5,771,765,-0.5198825,0.027163068,5,0,1,0.0262265,22.62599945,3.15899992,0.093000002,43.87467362,-64.90630036
677,1,37.5,711,701,-0.957378745,0.374512702,5,0,1,0.004553879,22.43300056,2.948999882,0.115999997,43.87184629,-64.9057746
400,1,39.2857132,738,714,0,0.461913854,21,2,2,0.057493493,13.18999958,1.633999944,0.209000006,44.70848063,-62.84047552
362,1,40,559,342,-0.899999976,4.233795166,7,0,1,0.002962966,18.49799919,6.868999958,0.555000007,44.72146484,-63.10206849
380,1,40,768,763,-0.550000012,0.145355597,8,0,1,0.045583867,20.12599945,3.355000019,0.181999996,44.71412952,-63.17496653
417,1,40,728,721,-0.671458244,0.285792202,13,1,0,0.00228341,14.40999985,4.651000023,0.252000004,44.70320007,-63.09010776
431,1,40,706,715,-0.699999988,0.25624454,14,2,1,0.147272274,15.51299953,4.566999912,0.298999995,44.69974354,-63.07729092
460,1,40,535,646,-0.600000024,0.192476824,12,2,1,0.000644087,18.37100029,3.927000046,0.032000002,44.6867496,-63.1523586
5,1,41.42856979,NA,NA,0,NA,7,11,1,0.002655971,NA,NA,NA,45.98350845,-61.02347249
82,1,42,536,527,-1.264174461,0.890418291,14,7,0,0.125505254,NA,NA,NA,45.15857537,-61.63734245
600,1,42,445,293,-3.276440144,4.195204258,16,4,1,0.037895072,12.20899963,1.623000026,0.144999996,44.24017488,-64.33028416
613,1,42,583,467,-3.535507441,0.332426697,15,1,1,0.005209004,12.76200008,1.756999969,0.026000001,44.21400731,-64.38446037
436,1,43,746,728,-0.800000012,0.158848181,13,1,1,0.12294741,13.60099983,4.434000015,0.27700001,44.69784365,-63.09009945
336,1,44.20000076,522,417,-2.05023241,1.543639183,15,4,1,0.00190102,12.19900036,1.782999992,0.072999999,44.73927869,-62.79087836
415,1,45,755,766,-0.537418962,0.372726858,21,2,1,0.032378808,12.57400036,1.5,0.266000003,44.70406886,-62.84004583
558,1,49.16666794,404,258,-1.633333325,5.025808334,12,2,1,0.001230144,14.92800045,2.381999969,0.193000004,44.3901225,-64.278747
191,1,50,646,528,0,1.536786318,10,1,1,0.016126128,19.31500053,6.335000038,0.186000004,45.07115471,-61.91775824
341,1,50,703,658,-0.100000001,0.369670063,6,1,1,0.002235092,20.00499916,5.585999966,0.370999992,44.73311506,-63.11048753
364,1,50,728,723,-0.899999976,0.084747225,9,0,1,0.002819705,18.10000038,6.961999893,0.99000001,44.720208,-63.09808891
397,1,50,784,759,-0.899999976,0.072279461,12,1,1,0.036455847,15.1420002,5.599999905,0.174999997,44.70887363,-63.0874655
516,1,50,472,377,-1.352477074,2.155201197,41,9,2,0.031483702,11.32900047,1.343000054,0.064999998,44.45099207,-63.73680526
346,1,51.25,704,718,-0.653213143,0.317102969,11,3,1,0.003276075,14.35599995,4.285999775,0.340999991,44.73064668,-63.01633466
468,1,53,668,575,-2.5,0,5,0,1,0.00368739,14.70499992,0.912,0.041000001,44.66960478,-63.443734
527,1,54.16666794,396,341,-2.509766579,3.235968828,14,12,2,0.035950303,10.82299995,0.800000012,0.037999999,44.4118122,-64.25504163
388,1,56.875,721,731,-0.499925792,0.412493318,20,2,1,0.110486463,13.91800022,2.266000032,0.090999998,44.71035317,-62.82809842
551,1,58,472,503,-1.295336843,2.452973604,14,5,3,0.025030259,13.375,1.215000033,0.114,44.39552711,-64.2459039
342,1,58.33333206,669,701,-0.640856862,0.485356539,10,3,1,0.004151557,14.40999985,4.144000053,0.340000004,44.73253691,-63.01810329
77,1,59.20000076,624,698,-1.116596341,0.565522432,15,0,1,0.026799023,NA,NA,NA,45.15826961,-61.53626563
384,1,60,754,726,-0.899999976,0.296653837,11,1,1,0.014642621,16.12299919,6.897999763,0.239999995,44.71234597,-63.07863331
445,1,60,596,617,-0.800000012,1.45164752,13,0,1,0.101223968,13.34399986,4.222000122,0.204999998,44.69531941,-63.09451295
47,1,60.79999924,NA,NA,-0.11250136,5.177555084,11,10,1,NA,NA,NA,NA,45.16909175,-61.70167304
58,1,61.90000153,773,597,0.855288208,0.066649362,16,2,1,0.029516449,NA,NA,NA,45.1623126,-61.53215406
81,1,62.20000076,537,491,-3.668605804,0.332843572,13,-1,1,0.029290289,NA,NA,NA,45.1575367,-61.52826902
409,1,62.5,593,518,-2.492791176,1.06735003,19,0,1,0.058871716,13.10700035,1.572000027,0.254999995,44.70627443,-62.84003976
466,1,62.5,666,579,-2.5,0,5,0,1,0.003557925,16.01300049,2.173000097,0.074000001,44.67116292,-63.44816146
536,1,62.5,578,493,-0.870522618,3.970965147,15,15,2,0.005504053,10.69699955,0.690999985,0.024,44.40683835,-64.27735293
641,1,62.5,646,673,-0.255539656,0.509290397,18,2,1,0.00192023,16.90800095,3.40899992,0.074000001,44.14945537,-64.52912389
642,1,62.5,NA,NA,-0.773980141,NA,17,1,1,0.00209636,17.71199989,3.487999916,0.057,44.14949048,-64.52649892
673,1,62.66666794,745,740,-0.962499976,0.022499289,5,0,1,0.003205071,22.32099915,3.242000103,0.122000001,43.87509013,-64.90021486
401,1,63,661,673,-0.855134606,0.387341261,20,2,2,0.190014422,13.85200024,1.842000008,0.115000002,44.70846001,-62.82633666
542,1,64,417,463,-2.133495808,1.907739043,15,3,2,0.040260267,12.49600029,0.828000009,0.192000002,44.39989296,-64.22094447
592,1,64.80000305,NA,NA,-1.370000005,0.644188404,8,1,1,NA,18.19499969,3.193000078,0.026000001,44.3217246,-64.33563729
60,1,65,427,297,-3.108734369,1.551756382,11,5,0,0.002792302,NA,NA,NA,45.16339527,-61.64524373
601,1,66,584,611,-1.825000048,0.199847713,10,1,1,0.002255087,17.3560009,3.296999931,0.096000001,44.23863675,-64.40607661
113,1,66.19999695,442,375,-1.827273011,5.200561047,12,11,1,0.027833046,NA,NA,NA,45.15022202,-61.67716806
609,1,67,685,644,-2.072538853,0.05687486,20,1,1,0.014531987,13.37300014,2.426000118,0.166999996,44.22004006,-64.3543681
722,1,67.5,724,743,-1,0.591813385,15,2,1,0.026451964,16.82900047,4.198999882,0.337000012,43.81633494,-64.92750833
680,1,68.5,707,742,-1.112499952,0.336959541,1,0,1,0.02641326,22.66799927,3.467999935,0.079000004,43.86803113,-64.96358452
181,1,70,707,695,-0.400000006,0,9,1,1,0.002367113,20.3239994,5.979000092,0.180999994,45.073406,-61.92260683
367,1,70,658,495,0,2.649141312,8,1,1,0.008118755,21.30400085,3.007999897,0.148000002,44.71917751,-63.17056251
376,1,70,787,750,-0.25,0.050792117,8,1,1,0.045476578,20.3390007,3.244999886,0.187000006,44.71602337,-63.17276274
450,1,70,660,559,-0.300000012,1.718021512,14,0,1,0.003522478,13.31200027,5.309000015,0.180999994,44.69373673,-63.10290324
453,1,70,555,536,-1.454066515,0.810454071,10,1,0,0.132245898,14.4659996,4.710000038,0.179000005,44.69240137,-63.16650843
442,1,70.83333588,780,776,-0.448504388,0.118906982,23,1,1,0.047683053,13.29699993,1.50999999,0.188999996,44.69556162,-62.84006925
404,1,71.40000153,616,715,-0.65483886,0.616098821,19,1,1,0.111685462,13.38500023,1.898000002,0.175999999,44.70750239,-62.81838651
420,1,75,603,512,-2.72534585,0.654763043,19,0,1,0.090353318,12.56299973,1.480999947,0.294999987,44.70186266,-62.83961012
560,1,75,689,543,-1.523925662,0.23874934,13,2,1,0.001061714,15.55799961,3.799000025,0.186000004,44.3848015,-64.27555536
581,1,75,458,554,0,1.491790414,19,4,3,0.06725885,13.66699982,2.407999992,0.143000007,44.36508781,-64.20484745
110,1,76.40000153,235,380,-1.990374684,0.299236,14,4,1,0.261519551,NA,NA,NA,45.1496034,-61.57344218
297,1,77.66666412,440,504,-2.625,2.174350977,16,4,1,0.090529174,13.41499996,1.493999958,0.035,44.82027172,-62.57145208
611,1,78,645,584,-1.645839691,0.760891557,17,3,1,0.007012642,12.41100025,1.703999996,0.046999998,44.21653277,-64.38408141
122,1,79.59999847,457,500,-1.565152049,1.817396998,15,5,1,0.057306062,NA,NA,NA,45.14620881,-61.60469159
54,1,80,515,512,-1.987921596,0.821307719,12,6,0,0.003267603,NA,NA,NA,45.16528509,-61.64519893
413,1,80,775,746,-0.899999976,0.116594791,13,2,1,0.079475284,14.7130003,6.379000187,0.196999997,44.70477822,-63.0865757
427,1,80,746,715,-0.899999976,0.13852638,13,1,1,0.130359188,13.85599995,4.676000118,0.312999994,44.70005061,-63.08833577
313,1,81.30000305,543,497,0.785956085,0.517566562,17,3,1,0.002257794,13.82900047,1.057999969,0.048,44.77715198,-62.68191997
714,1,81.66666412,363,132,-0.5,6.275972366,8,-2,1,0.002219694,17.61400032,5.086999893,0.157000005,43.82850047,-64.93486453
698,1,84,658,643,-2.133495808,0.086621955,5,0,1,0.027721971,19.95800018,4.589000225,0.229000002,43.8443411,-64.94843872
610,1,85,641,525,-2.10301733,0.998970628,21,5,1,0.006943559,12.42700005,2.323999882,0.083999999,44.2182483,-64.34600206
742,1,85,NA,NA,-2.133495808,NA,7,8,1,NA,17.9090004,1.399000049,0.079999998,43.70664584,-65.34970174
608,1,86,555,679,-1.402011633,0.929715455,17,3,1,0.007446335,13.35900021,1.756000042,0.30399999,44.22254465,-64.38203134
716,1,86,770,658,-1.828710794,0.131724611,13,2,1,0.027457364,18.15299988,6.024000168,0.310000002,43.82343175,-64.93644176
84,1,87.19999695,765,731,-0.166165993,0.29476586,17,1,1,0.056278724,NA,NA,NA,45.15713491,-61.54609119
318,1,87.40000153,522,562,-1.99120152,0.391544104,12,3,1,0.002946999,12.94499969,1.14199996,0.129999995,44.77008517,-62.75494004
203,1,87.5,766,767,-0.300000012,0,12,1,1,0.035653431,17.97800064,6.735000134,0.231999993,45.06356501,-61.91478949
416,1,87.5,648,679,-0.794057548,1.382169127,21,2,1,0.042694557,12.61900043,1.521999955,0.25999999,44.70343432,-62.83695496
429,1,87.5,588,447,-4.055848122,0.296714962,19,0,2,0.007636227,12.80300045,1.368999958,0.209999993,44.69998008,-62.84535841
430,1,87.5,598,559,-2.357730865,0.923641205,20,0,1,0.056795146,12.51599979,1.486999989,0.294999987,44.69997154,-62.83917356
435,1,87.5,654,658,-1.548522234,0.719220936,21,1,1,0.063167393,13.18999958,1.536000013,0.280000001,44.69808104,-62.83917879
530,1,87.5,572,450,-1.593777895,1.639959216,15,11,2,0.005970271,10.93200016,0.713999987,0.044,44.40986398,-64.26027498
532,1,87.5,545,544,-1.928416729,1.085547209,15,8,2,0.036852617,12.38899994,1.067000031,0.066,44.40931613,-64.25279034
533,1,87.5,479,201,-3.79685688,3.951992035,13,8,2,0.007259638,11.70300007,0.967000008,0.035,44.40857475,-64.26288474
535,1,87.5,530,496,-2.334181786,1.270770073,15,6,2,0.035994284,12.8760004,1.337000012,0.048,44.40802707,-64.25540025
576,1,87.5,539,412,-2.081478357,2.827518702,16,2,2,0.011095778,11.77700043,1.340000033,0.057,44.37229179,-64.20894889
580,1,87.5,509,671,-0.242096305,0.777227938,19,6,2,0.089703865,13.41899967,2.078999996,0.105999999,44.3660653,-64.20179269
626,1,87.5,NA,NA,-0.848707497,NA,16,1,1,NA,16.94499969,2.770999908,0.017999999,44.15567911,-64.53497462
631,1,87.5,552,527,-1.501441717,1.139828086,16,0,1,0.002337947,16.95999908,3.236999989,0.032000002,44.15382435,-64.53230047
678,1,87.5,757,758,-0.699729681,0.026121425,6,0,1,0.020506188,22.11000061,3.082999945,0.144999996,43.8703078,-64.9035476
183,1,90,706,706,-0.300000012,0.249233276,10,1,1,0.002381517,19.96800041,6.041999817,0.173999995,45.0730658,-61.91994537
198,1,90,719,690,-0.300000012,0,11,1,1,0.002162382,18.68499947,6.737999916,0.296000004,45.06831122,-61.91692269
215,1,90,770,757,-2.099999905,0.116685711,15,1,1,0.053766206,15.66300011,5.394999981,0.316000015,45.05145016,-61.89990652
396,1,90,714,710,-0.400000006,0.388702601,9,0,1,0.002745063,18.7329998,3.59100008,0.138999999,44.70876627,-63.17936881
410,1,90,747,731,-0.5,0.065202713,9,1,1,0.002480239,17.13800049,5.059000015,0.195999995,44.70530244,-63.17803266
428,1,90,735,721,-0.899999976,0.093068756,14,2,1,0.131994411,14.05099964,6.855000019,0.39199999,44.70005459,-63.08303444
448,1,90,736,742,-0.699999988,0.411531329,10,1,0,0.054232877,16.04299927,4.769999981,0.136000007,44.6942976,-63.16253827
240,1,91.40000153,602,633,-1.036083579,0.609381378,21,2,1,0.164186865,14.26299953,1.269999981,0.224000007,44.94317732,-62.05281333
512,1,91.5,331,343,-4.516666889,8.099056244,34,7,1,0.069064073,10.17800045,1.363000035,0.123000003,44.45563991,-63.58728751
95,1,92.19999695,741,725,-0.241408035,0.30122593,17,4,1,0.018910442,NA,NA,NA,45.15371705,-61.52525048
100,1,92.19999695,553,681,-0.675173342,0.745881081,16,2,1,0.148231104,NA,NA,NA,45.15211753,-61.57293419
548,1,93,635,460,-2.700000048,1.996752143,16,5,1,0.003800043,13.63500023,1.251999974,0.101000004,44.39688751,-64.23670353
720,1,93.1818161,647,616,-1,2.346183777,15,1,1,0.029032847,16.46800041,4.988999844,0.26699999,43.81788769,-64.92886393
659,1,94,655,576,-2.895458698,0.192090198,10,0,1,0.036172695,12.54300022,2.319999933,0.056000002,43.92450812,-64.84598127
337,1,94.30000305,665,479,0.854250312,0.558826029,9,3,1,0.00409076,15,3.096999884,0.201000005,44.73852386,-63.01545274
202,1,95,765,768,-0.300000012,0,11,1,1,0.035549592,18.40800095,6.758999825,0.270999998,45.06515271,-61.91609318
381,1,95,771,761,-0.400000006,0.157893986,8,1,1,0.058878221,19.73500061,3.677000046,0.192000002,44.71350339,-63.17231337
41,1,95.59999847,301,454,-0.089139275,3.073607206,18,2,1,0.151770055,NA,NA,NA,45.17006675,-61.4513381
234,1,96.30000305,NA,NA,-1.217076302,NA,17,9,1,NA,13.25,0.725000024,0.093999997,44.95535893,-62.07834938
330,1,96.5,713,710,-0.361771852,0.37079829,7,4,1,0.005309379,14.96399975,3.184999943,0.170000002,44.74513833,-63.02739176
549,1,97,365,303,-2.133495808,4.152939796,10,2,1,0.001808919,14.21100044,0.985000014,0.082999997,44.39610301,-64.27931674
550,1,97,614,427,-1.676318169,2.315981388,14,3,3,0.004700026,13.2840004,1.914999962,0.291000009,44.39632278,-64.25954477
713,1,97,735,648,-1.523925662,0.601712704,11,1,1,0.027314596,18.49900055,5.721000195,0.293000013,43.82874904,-64.93879016
684,1,98,564,523,-2.819262505,0.561803401,10,0,1,0.044653248,19.83699989,3.503000021,0.127000004,43.86187107,-64.88019591
699,1,98,595,492,-3.078329802,0.102695815,14,1,1,0.093758866,16.59399986,3.371999979,0.166999996,43.84478359,-64.86529052
290,1,98.19999695,498,400,-2.821918726,2.032772064,15,2,1,0.025967076,12.02700043,0.897000015,0.037,44.8412103,-62.45704039
308,1,98.69999695,577,677,-0.17945677,0.750210881,17,4,1,0.084752992,13.55200005,1.297999978,0.066,44.79296339,-62.5999733
555,1,99,452,390,-1.904906988,1.931358218,13,1,1,0.002279317,13.96399975,2.319999933,0.453999996,44.39470884,-64.26302592
559,1,99,520,504,-1.584882617,0.513696015,13,3,1,0.001422203,15.19900036,3.292999983,0.27700001,44.38825694,-64.27650926
165,1,99.30000305,501,633,-0.729508996,0.684057593,18,2,1,0.001030507,15.03199959,0.477999985,0.07,45.09252179,-61.72876257
63,1,99.90000153,761,743,-0.395807445,0.045330647,16,1,1,0.006778885,NA,NA,NA,45.16172271,-61.53528654
679,1,100,562,491,-1.234379768,1.467987299,6,0,1,0.003898319,21.4489994,3.167000055,0.203999996,43.86947879,-64.89655183
71,1,100,565,521,-2.578103304,0.454752475,13,0,1,0.010945741,NA,NA,NA,45.15944937,-61.53000103
151,1,100,622,732,-0.499082625,0.683501542,16,1,1,0.068238348,NA,NA,NA,45.11757742,-61.68771239
171,1,100,504,576,-0.095371939,0.696441591,18,8,1,0.001291007,13.81099987,0.75,0.028999999,45.07746759,-61.82336776
194,1,100,508,464,-0.170127779,2.844123363,16,1,1,0.001930886,NA,NA,NA,45.06950899,-61.84620641
309,1,100,541,505,0.219514281,0.662275195,18,6,1,0.19360283,13.0710001,1.358999968,0.050000001,44.78196046,-62.60712772
315,1,100,688,710,-0.403441012,0.314518392,17,3,1,0.001859332,12.30900002,1.50999999,0.02,44.77464967,-62.68856889
329,1,100,436,470,-2.330013037,2.582351446,16,4,1,0.077997722,12.56099987,1.379999995,0.037,44.75174539,-62.72627645
331,1,100,721,542,-2.550263166,0.21789071,14,1,1,0.003570638,13.44999981,1.549999952,0.218999997,44.7449605,-62.79660543
333,1,100,718,669,-0.131819785,0.380457371,15,1,1,0.003424812,13.21700001,1.360000014,0.179000005,44.74402228,-62.80058772
365,1,100,730,723,-0.600000024,0.259563535,9,1,1,0.002330238,18.51499939,5.815000057,0.257999986,44.71988162,-63.11046235
391,1,100,769,750,-0.300000012,0.195352718,9,1,1,0.04049094,19.14999962,4.953000069,0.246000007,44.71004276,-63.16876827
403,1,100,681,725,-0.699999988,0.602698743,9,1,1,0.078927249,18.47999954,5.462999821,0.224999994,44.70783784,-63.16832003
405,1,100,740,730,-0.300000012,0.132878825,9,0,1,0.002375249,18.2689991,3.542999983,0.152999997,44.70718877,-63.18068943
422,1,100,731,715,-0.899999976,0.036784623,13,2,0,0.143454969,13.99199963,5.883999825,0.344000012,44.7013133,-63.08524518
439,1,100,745,744,-0.200000003,0.060929053,13,0,1,0.092012972,13.49199963,4.677999973,0.234999999,44.69626168,-63.09804847
440,1,100,683,655,-0.200000003,0.970632792,13,0,1,0.023587452,13.71899986,5.735000134,0.138999999,44.69562644,-63.10379007
449,1,100,686,601,-0.050000001,0.875858903,13,0,1,0.002982876,13.74800014,5.675000191,0.153999999,44.6937335,-63.10643707
539,1,100,475,323,-2.743066072,3.369152308,13,2,1,0.021361884,13.01599979,0.850000024,0.111000001,44.40013696,-64.25655003
547,1,100,419,304,-2.468759537,2.398849249,12,4,1,0.001618501,14.31099987,1.567000031,0.158999994,44.3963786,-64.28283862
690,1,100,661,588,-1.874428511,0.131072327,10,0,1,0.003822703,19.3390007,3.79399991,0.134000003,43.85537065,-64.89218512
694,1,100,613,549,-2.011581898,0.787463605,14,1,1,0.081821956,18.01199913,3.290999889,0.126000002,43.85015929,-64.86415177
700,1,100,684,601,-1.523925662,0.98570174,7,1,1,0.027794102,19.37700081,5.138000011,0.234999999,43.84156588,-64.9448653
710,1,100,768,675,-1.523925662,0.283578336,9,1,1,0.027333245,19.0529995,5.381000042,0.35800001,43.83498154,-64.94291002
751,1,100,610,524,-2.895458698,0.462561905,14,0,1,0.070453629,16.80900002,1.546000004,0.150000006,43.64221775,-65.31030353
