,X,PA,cover,suitability8,suitability9,bathy_m,slope,bpi_broad,bpi_fine,sub_type,rei,temp1m_median,temp1m_qrange,ws1m_q90,coords.lat,coords.lon
681,681,0,0,786,761,0.539223433,0.135947615,8,1,1,0.003977562,21.05800056,3.282999992,0.246000007,43.8679329,-64.89476049
684,684,0,0,695,584,-1.68908453,0.063258246,8,0,1,0.030131271,19.80500031,3.868000031,0.147,43.86146283,-64.88584494
685,685,0,0,44,74,-2.814438581,1.474773407,15,7,3,0.471701205,11.94799995,1.430999994,0.130999997,43.86242137,-64.7870086
686,686,0,0,44,100,-2.839329004,3.330583096,15,2,3,0.289107412,12.61699963,1.86500001,0.077,43.86159325,-64.79961423
688,688,0,0,32,55,-5.440760136,2.04258275,12,5,3,0.459088176,11.31599998,1.180999994,0.078000002,43.85820384,-64.7947217
692,692,0,0,660,618,-2.107320547,0.203563869,11,0,1,0.055864312,17.11700058,4.284999847,0.155000001,43.84988823,-64.88069019
695,695,0,0,50,88,-1.731492996,1.885481596,16,6,3,0.365728915,11.51000023,1.088000059,0.064999998,43.84887059,-64.8070694
696,696,0,0,69,176,0.324955285,1.73956275,18,8,0,0.26071471,11.56900024,1.103000045,0.079999998,43.8469532,-64.80875319
700,700,0,0,659,578,-0.726617873,0.087721325,7,0,1,0.002867941,19.48800087,4.375,0.182999998,43.84166942,-64.9387733
701,701,0,0,312,104,-2.116874218,1.826483369,16,3,1,0.304636627,13.15200043,1.588000059,0.071000002,43.84291746,-64.82474078
703,703,0,0,36,60,-4.195631981,2.996720314,14,6,3,0.44698441,11.3210001,1.269000053,0.135000005,43.84093422,-64.81074818
704,704,0,0,549,476,-0.081867799,0.957818687,7,1,1,0.002202428,20.04700089,4.195000172,0.268000007,43.83773459,-64.94778829
707,707,0,0,308,236,-4.731768131,0.051788393,13,0,1,0.135243148,13.62899971,2.838000059,0.127000004,43.83685972,-64.86809103
710,710,0,0,130,55,-11.64400291,4.058030128,7,5,3,0.486189336,10.42199993,0.889999986,0.090999998,43.83202516,-64.81613779
711,711,0,0,157,95,-6.424393654,0.272306293,11,-1,1,0.194325045,13.06499958,2.46600008,0.128000006,43.83083981,-64.87007971
717,717,0,0,117,69,-7.091434956,1.063377976,11,1,3,0.246368334,12.8380003,1.465999961,0.078000002,43.82068967,-64.87411507
720,720,0,0,112,61,-9.150611877,4.111134529,9,0,3,0.245571077,12.22900009,1.383000016,0.071999997,43.81844923,-64.87622104
722,722,0,0,55,123,-3.693234444,0.257196724,16,2,3,0.301709443,14.25500011,1.603999972,0.093000002,43.81759386,-64.85138734
724,724,0,0,300,266,-4.288445473,1.019981623,12,-1,1,0.053638346,14.70400047,4.823999882,0.333000004,43.81098071,-64.92733607
725,725,0,0,34,70,-5.631814957,3.09808445,13,3,3,0.23134166,13.57400036,1.215000033,0.037,43.80978769,-64.88552313
729,729,0,0,40,73,-3.280524492,2.412039518,16,6,3,0.33474192,13.93000031,1.261000037,0.052000001,43.80446202,-64.8836151
730,730,0,0,283,241,-4.477679253,0.371795326,12,0,1,0.118921742,14.12300014,4.074999809,0.194000006,43.80348042,-64.92361399
731,731,0,0,632,575,-0.408205748,0.400574982,17,4,3,0.090469494,15.07499981,3.506000042,0.246999994,43.80061652,-64.9252624
732,732,0,0,203,131,-5.373076916,0.133112416,12,0,1,0.168868348,13.61200047,2.84100008,0.194999993,43.80072626,-64.91873964
733,733,0,0,292,108,-3.229472876,5.758039951,15,2,3,0.232729733,13.83600044,2.621999979,0.137999997,43.7955992,-64.92379611
734,734,0,0,53,81,-1.547114253,1.403465748,19,7,0,0.451526254,14.90999985,1.69599998,0.159999996,43.79623711,-64.88553189
735,735,0,0,29,80,-7.161872864,0.513830721,11,0,1,0.228714719,12.71100044,1.945000052,0.128000006,43.79444172,-64.9176684
736,736,0,0,29,59,-6.908941746,2.346959352,12,0,3,0.267576158,12.97999954,1.684000015,0.103,43.79291068,-64.91500925
737,737,0,0,46,88,-2.240958452,2.161133051,18,3,0,0.362199217,14.28999996,1.35800004,0.044,43.7918615,-64.90236011
738,738,0,0,48,105,-2.296841383,2.442680359,17,4,3,0.277120203,14.83199978,1.896999955,0.097000003,43.79137959,-64.91235024
739,739,0,0,296,387,-2.03857255,0.392941266,4,0,1,0.002427735,19.27499962,1.386000037,0.039999999,43.73725192,-65.37827992
740,740,0,0,67,253,-0.534674823,2.611697674,21,5,0,0.158264622,14.7840004,1.264999986,0.094999999,43.74124249,-64.969866
743,743,0,0,79,457,-1.30659318,0.830357254,5,5,3,0.021578195,16.61499977,1.184000015,0.086999997,43.68828191,-65.33856198
744,744,0,0,83,251,-1.807987571,2.727899313,14,8,0,0.109334685,13.55900002,1.167000055,0.052000001,43.6873287,-65.17958584
745,745,0,0,309,348,-3.738339186,0.888041019,6,1,1,0.035645071,15.57699966,1.363999963,0.119999997,43.6798293,-65.30479971
746,746,0,0,486,260,-2.969244003,2.024412155,9,4,1,0.061756421,15.47799969,1.598999977,0.147,43.67398628,-65.29762935
747,747,0,0,306,296,-4.49455595,0.355264664,6,0,1,0.027174797,15.92700005,1.184999943,0.055,43.65894882,-65.32440096
748,748,0,0,122,378,0.528361559,1.423202872,17,10,3,0.069984175,14.35400009,2.47300005,0.123999998,43.64999203,-65.28412829
753,753,0,0,298,339,-3.497906208,0.477702141,13,0,1,0.117326736,15.36499977,1.256000042,0.082000002,43.62776659,-65.3236322
755,755,0,0,145,95,-7.405918598,0.062447824,11,0,1,0.201132104,13.87100029,1.047999978,0.085000001,43.61888108,-65.31114438
756,756,0,0,131,82,-6.667127132,0.489161789,12,0,1,0.207099587,14.32400036,0.975000024,0.086999997,43.612321,-65.30829071
757,757,0,0,59,320,-1.320214272,0.574070394,17,1,3,0.178035021,15.38000011,1.228999972,0.101000004,43.6096089,-65.3177283
758,758,0,0,417,399,-0.696636796,1.152501464,2,1,1,0.002470654,19,1.184999943,0.034000002,43.58565382,-65.45380244
759,759,0,0,527,524,-1.573426962,0.163809389,3,1,1,0.014489745,19.03300095,1.383000016,0.056000002,43.58179173,-65.42806919
760,760,0,0,636,580,-0.819471896,0.086155713,2,0,1,0.041271631,NA,NA,NA,43.55959002,-65.57841114
761,761,0,0,574,359,-1.675957441,3.566935778,6,4,3,0.027279612,17.09300041,1.149999976,0.090999998,43.56252711,-65.41516087
762,762,0,0,374,430,-3.364173412,0.147807419,2,1,1,0.024334939,17.20800018,0.874000013,0.082000002,43.56180797,-65.43419966
763,763,0,0,105,436,-0.315758944,2.74034667,4,2,1,0.022607528,17.8010006,0.958999991,0.07,43.5610582,-65.43980297
765,765,0,0,214,222,-5.698142529,0.360783786,1,0,1,0.025452554,16.33499908,1.06400001,0.089000002,43.55129592,-65.42467746
766,766,0,0,516,441,-2.237616539,0.169526145,1,0,1,0.101122655,NA,NA,NA,43.54622793,-65.57004285
767,767,0,0,626,420,-2.025344133,1.896555781,16,1,3,0.040504239,16.04999924,1.299999952,0.119999997,43.54608893,-65.37247974
769,769,0,0,173,150,-8.441562653,0.246536493,10,-2,1,0.119519986,15.04399967,1.213000059,0.172000006,43.53357456,-65.38325075
770,770,0,0,71,381,-2.949615002,0.454625905,14,3,1,0.112202279,14.99300003,1.355000019,0.148000002,43.53122581,-65.39008835
772,772,0,0,148,115,-6.822545528,1.290554523,10,-1,1,0.110723414,14.50500011,0.94599998,0.097999997,43.52705093,-65.39382135
773,773,0,0,188,164,-5.705138206,0.457006514,12,0,1,0.118527912,14.62699986,0.94599998,0.100000001,43.52519793,-65.39201567
778,778,0,0,224,162,-6.165269375,0.115107179,14,0,1,0.138852268,14.29599953,0.787999988,0.094999999,43.51612088,-65.38905873
780,780,0,0,55,366,-3.313406944,0.622082293,16,1,1,0.120561011,14.74600029,1.15199995,0.089000002,43.51370829,-65.3989227
781,781,0,0,162,185,-6.292687893,0.436727494,0,0,1,0.082417816,NA,NA,NA,43.50823045,-65.56409936
782,782,0,0,87,329,-0.42219165,2.239858866,11,6,3,0.105540566,16.58399963,1.011000037,0.063000001,43.50803192,-65.44372638
783,783,0,0,147,93,-8.624960899,0.232752964,14,1,3,0.199980274,13.86600018,0.702000022,0.068000004,43.50779977,-65.380071
784,784,0,0,707,511,-0.823086202,0.647048473,11,5,3,0.072655767,16.94300079,0.757000029,0.063000001,43.50467939,-65.4531158
786,786,0,0,181,180,-9.954852104,0.125585213,4,0,1,0.134881109,14.92099953,0.957000017,0.059999999,43.50188243,-65.43655141
787,787,0,0,51,246,-3.059297085,0.543597877,19,1,3,0.175268129,14.67700005,1.093999982,0.050000001,43.50207612,-65.39759595
788,788,0,0,38,126,-3.905534983,1.374499083,10,2,3,0.172782868,15.92199993,0.833999991,0.068000004,43.49877125,-65.44941325
789,789,0,0,433,286,-0.264082789,1.593873024,11,3,3,0.153670341,NA,NA,NA,43.48802838,-65.4944253
791,791,0,0,194,189,-3.860450506,0.48257336,8,0,3,0.154215515,NA,NA,NA,43.48641635,-65.49609017
792,792,0,0,118,84,-8.742829323,0.115308426,2,0,1,0.249854773,NA,NA,NA,43.48352813,-65.5271321
793,793,0,0,368,254,-1.967055917,0.757598162,11,1,1,0.172598764,NA,NA,NA,43.48120534,-65.48938388
794,794,0,0,155,123,-4.382570744,0.524608314,9,0,1,0.210408658,NA,NA,NA,43.47828683,-65.49315877
795,795,0,0,115,66,-9.321173668,1.084562659,8,-1,3,0.27128163,15.50199986,1.049999952,0.333000004,43.46801609,-65.4581219
796,796,0,0,36,82,-4.774423599,0.468045473,10,4,3,0.312288791,NA,NA,NA,43.46465377,-65.49692464
797,797,0,0,52,107,-1.201575279,2.510778427,16,7,3,0.2911838,15.99100018,0.296999991,0.49000001,43.46383914,-65.46184641
798,798,0,0,33,72,-4.716289043,1.153052568,10,4,3,0.314382166,NA,NA,NA,43.46120927,-65.49591753
728,728,1,1,331,406,-3.914189577,0.184154257,13,0,1,0.117382161,14.42099953,3.249000072,0.185000002,43.80545061,-64.91889091
127,127,1,1.299999952,NA,NA,-0.591943502,NA,17,6,3,NA,NA,NA,NA,45.13989317,-61.60351019
677,677,1,100,497,562,-0.54580301,1.467987299,6,0,1,0.003898319,21.4489994,3.167000055,0.203999996,43.86947879,-64.89655183
530,530,1,0.065789476,NA,NA,1,NA,16,17,3,NA,11.23799992,0.907000005,0.028999999,44.4091366,-64.26905095
239,239,1,0.166666672,66,259,-2.049405813,1.023350358,20,2,0,0.219645232,13.70199966,1.029999971,0.046999998,44.93910033,-62.0550984
522,522,1,0.425000012,61,293,-2.279447317,2.959265947,21,7,0,0.128841043,12.04100037,1.06099999,0.104000002,44.4383423,-64.09596251
133,133,1,0.5,NA,NA,1,0.689200282,1,0,1,NA,21.26300049,0.287,0.014,45.13961288,-61.9965924
742,742,1,0.600000024,392,207,-1.791034341,2.775625944,15,3,0,0.192719802,14.96500015,1.662999988,0.169,43.69382619,-65.08470769
396,396,1,0.625,545,553,0.205342308,1.627492785,20,1,2,0.123484008,13.54100037,1.837000012,0.112000003,44.70878497,-62.83296334
474,474,1,0.625,636,583,-1.5,0,7,0,1,0.003992811,13.67300034,0.713,0.034000002,44.6645992,-63.43442415
17,17,1,0.675000012,NA,NA,-0.709609687,NA,36,5,0,NA,NA,NA,NA,45.31140453,-60.96214337
477,477,1,0.833333313,460,488,-2.091763258,0.805215538,7,0,1,0.003222619,15.44999981,1.006000042,0.050999999,44.66144507,-63.43528356
136,136,1,1,569,528,-2.225013494,0.427889526,18,0,3,0.148349687,NA,NA,NA,45.1315167,-61.56321092
379,379,1,1,754,716,1,0.009832351,10,0,1,0.002033781,19.69099998,3.654000044,0.151999995,44.71387409,-63.13033563
384,384,1,1,753,742,1,0,10,0,1,0.001805557,19.69099998,3.654000044,0.151999995,44.71135343,-63.13032997
417,417,1,1,723,637,-0.36371699,0.404771984,9,0,2,0.047366261,16.6989994,6.357999802,0.243000001,44.70278588,-63.17537416
436,436,1,1,NA,NA,1,NA,12,0,1,0.001160286,11.89799976,1.577000022,0.063000001,44.69685186,-63.13692374
445,445,1,1,616,528,1,1.481949449,11,3,2,0.128122255,13.55000019,5.21600008,0.247999996,44.69427592,-63.17711541
459,459,1,1,580,381,-0.18392311,1.046522737,10,3,2,0.166704163,12.61499977,3.072000027,0.244000003,44.68577876,-63.17046448
553,553,1,1,114,616,-1.150340319,1.972994804,15,2,1,0.00474915,12.70600033,1.162999988,0.138999999,44.39537408,-64.23095845
749,749,1,1,656,568,-2.319921017,0.664842665,12,0,1,0.063437141,16.88699913,1.345000029,0.086000003,43.64814794,-65.31313479
488,488,1,1.174999952,551,443,-1.330493689,2.426383495,34,17,0,0.042147059,9.413999557,1.162999988,0.035999998,44.57899028,-63.94165593
489,489,1,1.174999952,453,443,-3.087869167,1.082484484,21,28,0,0.019284869,9.687000275,0.490999997,0.035999998,44.54762788,-64.19538874
526,526,1,1.25,126,519,-0.704133809,2.564535379,15,13,2,0.009434565,10.69400024,0.66900003,0.039999999,44.41144394,-64.25986932
532,532,1,1.25,NA,NA,0.537666798,NA,15,16,2,NA,10.56999969,0.629999995,0.027000001,44.40813771,-64.27386464
652,652,1,1.25,375,527,-0.404872626,0.391319633,18,0,1,0.000839357,16.92900085,3.582999945,0.079000004,44.13974292,-64.52493498
126,126,1,1.399999976,43,127,-8.25566864,0.874845326,9,3,2,0.230203673,NA,NA,NA,45.14027091,-61.58302341
642,642,1,1.590909123,386,502,0.757880092,0.391999811,5,1,1,0.000559096,18.64999962,2.798000097,0.089000002,44.14744747,-64.60653256
378,378,1,1.666666627,741,734,0.842205584,0.392152369,19,1,1,0.034536827,14.63199997,2.937999964,0.052999999,44.71411271,-62.81438888
393,393,1,1.785714269,642,661,0.030347157,0.71872431,19,1,1,0.106758833,13.98499966,2.318000078,0.129999995,44.70939707,-62.82103167
723,723,1,1.850000024,62,147,-2.128828526,4.781327724,17,4,0,0.34484762,14.81999969,1.713999987,0.093999997,43.81579554,-64.84567421
139,139,1,2,NA,NA,-0.295978814,0.085446097,0,0,1,NA,21.20999908,0.286000013,0.025,45.1342185,-61.99223584
785,785,1,2,233,436,-3.289689302,0.502022684,4,0,1,0.081271403,NA,NA,NA,43.50035959,-65.56376603
355,355,1,2.5,675,610,0.415889382,6.229783058,13,4,1,0.002987362,13.92599964,4.481999874,0.540000021,44.72497615,-63.00705176
407,407,1,2.5,563,367,-2.379674196,0.17395395,18,0,1,0.176279634,12.45600033,1.513000011,0.129999995,44.70562959,-62.82987968
442,442,1,2.5,692,738,0.288056135,0.318780541,23,1,1,0.003548005,13.25500011,1.407999992,0.192000002,44.69493513,-62.84272141
469,469,1,2.5,692,629,-1.5,0,6,0,1,0.002948102,15.95699978,2.187999964,0.07,44.66737332,-63.45033991
470,470,1,2.5,706,645,-1.5,0,6,0,1,0.0036224,14.26000023,0.772000015,0.048,44.66740267,-63.44283414
618,618,1,2.5,606,650,1,0,6,1,1,0.001513476,20.16200066,3.34100008,0.050999999,44.1595888,-64.5946059
620,620,1,2.5,705,705,0.576290548,0.728235364,5,1,1,0.017316857,19.84499931,3.04399991,0.050999999,44.15861326,-64.59676819
628,628,1,2.5,565,506,-0.47015059,0.958536088,5,0,1,0.002396611,19.32099915,2.621999979,0.086999997,44.15423394,-64.59446166
648,648,1,2.5,633,611,-0.687741458,1.086312652,17,0,1,0.002884522,16.06699944,3.750999928,0.090000004,44.1463112,-64.52860508
671,671,1,2.5,731,729,0.529655576,0.095745556,4,0,1,0.003179071,22.69300079,3.315999985,0.083999999,43.87462272,-64.9093481
492,492,1,2.724999905,587,590,1,5.55630064,23,19,0,0.054529987,10.64099979,0.600000024,0.055,44.51500874,-64.21101549
694,694,1,4,658,549,-3.226780176,0.172963455,11,0,1,0.09715195,15.25699997,3.522000074,0.133000001,43.84780505,-64.87322242
498,498,1,4.867965221,85,395,-3.100207567,3.649058104,34,8,0,0.039110556,11.05000019,1.031999946,0.097999997,44.47754938,-63.77102667
764,764,1,5,715,640,-1.804280877,0.27528882,13,0,1,0.03390079,16.98200035,1.521000028,0.052000001,43.55317804,-65.38012394
129,129,1,5.099999905,321,247,-5.118285656,1.415560842,13,5,1,0.066416606,NA,NA,NA,45.13762298,-61.59822389
718,718,1,6,781,728,0.205932394,0.632966459,14,1,1,0.027743062,17.23699951,5.302999973,0.298000008,43.81845143,-64.93279902
65,65,1,6.099999905,51,177,-4.192927361,0.596196353,12,1,1,0.261940718,NA,NA,NA,45.16114323,-61.51481635
412,412,1,6.666666508,503,287,-2.897522926,0.494641572,18,0,1,0.164976746,12.7329998,1.529000044,0.179000005,44.70437252,-62.83209241
754,754,1,7,154,562,-3.507691622,0.232827172,13,0,1,0.063833199,15.45699978,1.01699996,0.054000001,43.62000623,-65.33330994
297,297,1,8.399999619,666,628,-0.79666239,0.367570728,17,2,1,0.0026686,12.90400028,1.325999975,0.039000001,44.80824166,-62.55649269
471,471,1,8.75,687,643,-1.5,0,6,0,1,0.003696459,13.50699997,0.634000003,0.046999998,44.66615261,-63.4401755
568,568,1,8.75,107,547,0.211020127,0.673245907,17,3,1,0.002230609,13.79899979,2.539000034,0.152999997,44.37509449,-64.21208184
175,175,1,10,769,758,0.827319145,0.083743915,8,1,1,0.019332921,21.04899979,4.017000198,0.165000007,45.07631213,-61.93011156
178,178,1,10,745,720,0.938364327,0.120228723,9,1,1,0.002233138,20.73200035,5.149000168,0.152999997,45.07469953,-61.92613976
179,179,1,10,672,681,0.414308101,0.61528939,8,0,1,0.002656275,20.96899986,4.993000031,0.143000007,45.07377539,-61.92838031
189,189,1,10,674,609,0.178622082,0.988062561,8,0,1,0.002076491,20.44000053,6.136000156,0.148000002,45.07155363,-61.92664331
190,190,1,10,585,477,-1.284316421,1.658403039,7,0,1,0.024973368,20.02300072,6.493999958,0.171000004,45.07152015,-61.9230869
354,354,1,10,769,737,0.266157269,0.159084916,7,0,1,0.003098107,19.26600075,6.625,0.328999996,44.72555521,-63.10826329
360,360,1,10,717,736,0.555324793,0.071310014,8,1,1,0.00195767,18.88400078,5.03000021,0.224999994,44.72113891,-63.1135583
423,423,1,10,774,717,0.246209279,0.583810747,10,1,1,0.025393711,16.01600075,5.875,0.264999986,44.70089129,-63.17801914
357,357,1,10.83333302,614,609,0.616007388,3.282284737,14,5,1,0.002551424,14.06900024,4.517000198,0.433999985,44.72340083,-63.00528375
643,643,1,11.25,413,509,1,0.220479697,5,1,1,0.000646653,19.27000046,2.854000092,0.028999999,44.14709553,-64.60914877
687,687,1,12,640,575,-1.083074212,0.738410592,11,0,1,0.045420833,19.65299988,3.253000021,0.107000001,43.85984492,-64.8692443
690,690,1,12,714,578,-2.267517567,0.114019476,11,0,1,0.096686825,17.12400055,3.812999964,0.136999995,43.85280875,-64.87555642
398,398,1,12.1875,761,703,0.456094772,0.458105206,20,1,1,0.136041984,13.22299957,1.644999981,0.165000007,44.70816119,-62.83738353
705,705,1,13,384,279,-3.976621151,0.149448842,13,0,1,0.158617318,14.0010004,3.391000032,0.126000002,43.83898609,-64.8729464
51,51,1,13.30000019,600,421,-2.875556231,8.918883324,9,8,1,0.027864747,NA,NA,NA,45.1671664,-61.69859917
345,345,1,13.33333302,660,594,0.733952105,0.561412156,12,4,1,0.003144153,14.42099953,4.400000095,0.400999993,44.72938659,-63.01456631
3,3,1,13.9285717,NA,NA,1,NA,7,9,1,0.002445554,NA,NA,NA,45.98441384,-61.02118081
691,691,1,14,700,582,-2.683472157,0.16537863,11,0,1,0.096947618,16.12999916,3.670000076,0.131999999,43.8509404,-64.87419149
128,128,1,14.19999981,508,495,-0.233539104,2.011503458,17,7,1,0.001131014,NA,NA,NA,45.13874722,-61.61288637
160,160,1,14.39999962,108,602,-1.029286623,1.263459325,17,0,1,0.011647955,15.20800018,0.569000006,0.077,45.10322135,-61.72763534
98,98,1,14.5,61,273,-2.577733755,0.743294001,14,2,1,0.203094795,NA,NA,NA,45.1527255,-61.54620334
5,5,1,15,NA,NA,1,NA,7,12,0,0.002468411,NA,NA,NA,45.98289443,-61.0243981
7,7,1,15,NA,NA,1,NA,7,18,1,0.004118522,NA,NA,NA,45.97859601,-61.03087683
416,416,1,15,489,501,-2.470448256,0.743528843,18,0,2,0.122677192,12.57900047,1.532999992,0.219999999,44.70311542,-62.83430505
466,466,1,15,723,668,-1.5,0,5,0,1,0.003644225,15.56200027,1.15199995,0.037999999,44.67022633,-63.44594649
627,627,1,15,676,657,-0.504240572,0.118818395,5,0,1,0.002635875,19.17900085,2.520999908,0.085000001,44.15419114,-64.59752427
634,634,1,15,590,564,-0.660115778,0.190671504,3,0,1,0.002025145,19.28800011,2.737999916,0.064999998,44.15057274,-64.60836796
636,636,1,15,487,589,-0.135620654,0.218804121,17,1,1,0.001179206,17.52700043,3.596999884,0.074000001,44.15104794,-64.52785205
673,673,1,15,800,747,0.312313467,0.127590939,5,0,1,0.003339108,22.44499969,3.006999969,0.112000003,43.87378682,-64.90278714
679,679,1,15,819,761,0.353175282,0.092957191,6,0,1,0.027565803,21.6590004,3.332000017,0.193000004,43.86876203,-64.90175606
680,680,1,15,791,741,0.132681325,0.04837545,7,0,1,0.004090678,21.35899925,3.421000004,0.230000004,43.86849776,-64.8986986
706,706,1,15,562,553,-3.47273922,0.107331999,13,0,1,0.082839713,14.42500019,3.648999929,0.119999997,43.83799123,-64.87596277
666,666,1,16,114,597,-1.023256898,0.726343513,19,4,1,0.045642924,12.82900047,1.672999978,0.114,43.90420199,-64.77518313
85,85,1,16.66666603,454,274,-0.742433965,1.645793915,13,8,0,0.141991362,NA,NA,NA,45.15798258,-61.6404737
779,779,1,17,388,317,-4.708884716,0.179343864,5,0,1,0.090560459,16.92700005,0.973999977,0.052999999,43.51357902,-65.44957942
405,405,1,17.5,735,522,0.94963181,0.600190103,21,3,1,0.073536649,13.01500034,1.565000057,0.119999997,44.70689641,-62.83429426
15,15,1,17.67499924,86,356,0.42524597,2.407572746,46,8,0,0.183495596,NA,NA,NA,45.33577529,-60.96841621
349,349,1,18.33333397,513,513,-1.079774618,0.068060443,10,2,1,0.002149734,15.33100033,4.540999889,0.333000004,44.7271809,-63.01544972
245,245,1,18.70000076,674,586,-2.927253962,0.245977357,11,0,1,0.032699682,14.12699986,1.470000029,0.045000002,44.92309708,-62.28020676
78,78,1,20,101,503,-0.280153513,1.272391677,14,5,0,0.113083258,NA,NA,NA,45.15917341,-61.63465633
214,214,1,20,800,706,-0.122761734,0.2290259,16,2,2,0.082269542,15.73900032,2.480000019,0.072999999,45.05008257,-61.88882115
444,444,1,20,710,710,0.580983222,0.088435844,14,1,2,0.175623193,13.42199993,4.058000088,0.252000004,44.69469176,-63.09141977
456,456,1,20,665,703,0.70507884,0.061970357,11,1,1,0.001413207,18.81299973,3.816999912,0.032000002,44.68864128,-63.15148018
485,485,1,20,538,579,1,0,17,2,1,0.000764465,NA,NA,NA,44.63542917,-63.2938773
662,662,1,20,611,578,-1.132448912,1.17988503,19,9,1,0.006957731,10.78899956,1.169999957,0.048,43.91578151,-64.78032262
774,774,1,21,452,498,-2.02006197,0.243363649,4,0,1,0.11009191,NA,NA,NA,43.51790802,-65.55411653
775,775,1,21,196,287,-3.898337364,1.752516985,2,1,1,0.0747068,NA,NA,NA,43.51402353,-65.55871568
776,776,1,21,91,527,-3.217567205,0.953883767,19,3,1,0.008454496,15.27900028,1.118999958,0.30399999,43.51792914,-65.36271472
409,409,1,21.29999924,92,396,-0.771656156,2.080000162,19,2,2,0.122766942,12.48600006,1.506999969,0.160999998,44.70497962,-62.81706895
768,768,1,22,95,536,-2.349045277,0.962228358,17,2,1,0.069480687,15.96100044,1.639000058,0.079999998,43.54166143,-65.3580101
390,390,1,22.08333397,546,479,0.626636147,0.858478487,20,2,1,0.167198986,13.78199959,2.380000114,0.129999995,44.71002022,-62.81661122
383,383,1,22.5,751,653,-0.191115752,0.754052281,18,1,1,0.054663777,14.09000015,2.697000027,0.046,44.71222222,-62.81439492
89,89,1,22.60000038,108,507,-1.434370279,0.790531635,15,0,1,0.138011083,NA,NA,NA,45.15564494,-61.55280835
595,595,1,23,543,557,-1.461271882,0.832273006,11,3,1,0.032563861,12.94299984,2.198999882,0.172000006,44.26815569,-64.33573899
528,528,1,23.5714283,NA,NA,-0.880442441,4.230163574,14,17,2,NA,10.6260004,0.690999985,0.035999998,44.40973242,-64.27214092
56,56,1,23.70000076,89,531,-1.9665277,0.623971164,14,1,1,0.110175788,NA,NA,NA,45.16283921,-61.52412442
86,86,1,25,82,313,-0.226802677,2.42515254,14,6,0,0.155962378,NA,NA,NA,45.15788689,-61.63246055
443,443,1,25,696,711,0.384132534,0.374894083,13,0,1,0.002161477,16.89500046,4.610000134,0.081,44.69467238,-63.11306483
551,551,1,25,491,520,-1.611794949,0.171754271,10,3,1,0.001813977,15.61499977,1.192999959,0.090999998,44.39468456,-64.29334891
205,205,1,26.20000076,86,457,-2.331337452,0.935694575,15,5,2,0.076638885,13.18700027,0.962000012,0.143000007,45.06169941,-61.82191307
386,386,1,26.66666603,NA,NA,1,NA,20,2,1,0.079359643,14.03899956,2.302000046,0.108999997,44.71034712,-62.82412174
664,664,1,27,554,364,-2.963634491,2.542346478,13,4,1,0.037492592,11.11699963,0.760999978,0.07,43.91026949,-64.81023432
404,404,1,27.08333397,734,741,1,0.461887956,21,2,1,0.030803645,12.86600018,1.488999963,0.115999997,44.7069113,-62.84489813
777,777,1,28,474,479,-3.902354479,0.210919812,5,0,1,0.07018166,17.33399963,1.281999946,0.055,43.51571809,-65.45269715
296,296,1,28.39999962,768,642,-0.489498794,0.340244442,18,4,1,0.082161285,12.66899967,1.019000053,0.057,44.80853945,-62.55206436
542,542,1,29,NA,NA,-0.351747334,NA,15,3,3,0.007131224,13.65299988,1.845000029,0.268999994,44.39883813,-64.26003825
336,336,1,30,681,709,0.471652746,0.201823547,6,0,1,0.002195019,20.4279995,5.198999882,0.458999991,44.73468831,-63.11270073
