,X,PA,cover,suitability9,suitability12,bathy_m,slope,bpi_broad,bpi_fine,sub_type,rei,temp1m_median,temp1m_qrange,ws1m_q90,coords.lat,coords.lon,biomass,cover.prop,cover.prop.br
116,362,1,40,559,342,-0.899999976,4.233795166,7,0,1,0.002962966,18.49799919,6.868999958,0.555000007,44.72146484,-63.10206849,73.237723,0.4,0.4
117,380,1,40,768,763,-0.550000012,0.145355597,8,0,1,0.045583867,20.12599945,3.355000019,0.181999996,44.71412952,-63.17496653,73.237723,0.4,0.4
118,417,1,40,728,721,-0.671458244,0.285792202,13,1,0,0.00228341,14.40999985,4.651000023,0.252000004,44.70320007,-63.09010776,73.237723,0.4,0.4
119,431,1,40,706,715,-0.699999988,0.25624454,14,2,1,0.147272274,15.51299953,4.566999912,0.298999995,44.69974354,-63.07729092,73.237723,0.4,0.4
120,460,1,40,535,646,-0.600000024,0.192476824,12,2,1,0.000644087,18.37100029,3.927000046,0.032000002,44.6867496,-63.1523586,73.237723,0.4,0.4
121,600,1,42,445,293,-3.276440144,4.195204258,16,4,1,0.037895072,12.20899963,1.623000026,0.144999996,44.24017488,-64.33028416,78.081455,0.42,0.42
122,613,1,42,583,467,-3.535507441,0.332426697,15,1,1,0.005209004,12.76200008,1.756999969,0.026000001,44.21400731,-64.38446037,78.081455,0.42,0.42
123,436,1,43,746,728,-0.800000012,0.158848181,13,1,1,0.12294741,13.60099983,4.434000015,0.27700001,44.69784365,-63.09009945,80.587582,0.43,0.43
124,336,1,44.20000076,522,417,-2.05023241,1.543639183,15,4,1,0.00190102,12.19900036,1.782999992,0.072999999,44.73927869,-62.79087836,83.66908606,0.442000008,0.442000008
125,415,1,45,755,766,-0.537418962,0.372726858,21,2,1,0.032378808,12.57400036,1.5,0.266000003,44.70406886,-62.84004583,85.768358,0.45,0.45
126,558,1,49.16666794,404,258,-1.633333325,5.025808334,12,2,1,0.001230144,14.92800045,2.381999969,0.193000004,44.3901225,-64.278747,97.28332486,0.491666679,0.491666679
127,191,1,50,646,528,0,1.536786318,10,1,1,0.016126128,19.31500053,6.335000038,0.186000004,45.07115471,-61.91775824,99.703343,0.5,0.5
128,341,1,50,703,658,-0.100000001,0.369670063,6,1,1,0.002235092,20.00499916,5.585999966,0.370999992,44.73311506,-63.11048753,99.703343,0.5,0.5
129,364,1,50,728,723,-0.899999976,0.084747225,9,0,1,0.002819705,18.10000038,6.961999893,0.99000001,44.720208,-63.09808891,99.703343,0.5,0.5
130,397,1,50,784,759,-0.899999976,0.072279461,12,1,1,0.036455847,15.1420002,5.599999905,0.174999997,44.70887363,-63.0874655,99.703343,0.5,0.5
131,516,1,50,472,377,-1.352477074,2.155201197,41,9,2,0.031483702,11.32900047,1.343000054,0.064999998,44.45099207,-63.73680526,99.703343,0.5,0.5
132,346,1,51.25,704,718,-0.653213143,0.317102969,11,3,1,0.003276075,14.35599995,4.285999775,0.340999991,44.73064668,-63.01633466,103.4065189,0.5125,0.5125
133,468,1,53,668,575,-2.5,0,5,0,1,0.00368739,14.70499992,0.912,0.041000001,44.66960478,-63.443734,108.738422,0.53,0.53
134,527,1,54.16666794,396,341,-2.509766579,3.235968828,14,12,2,0.035950303,10.82299995,0.800000012,0.037999999,44.4118122,-64.25504163,112.3886019,0.541666679,0.541666679
135,388,1,56.875,721,731,-0.499925792,0.412493318,20,2,1,0.110486463,13.91800022,2.266000032,0.090999998,44.71035317,-62.82809842,121.1569876,0.56875,0.56875
136,551,1,58,472,503,-1.295336843,2.452973604,14,5,3,0.025030259,13.375,1.215000033,0.114,44.39552711,-64.2459039,124.920367,0.58,0.58
137,342,1,58.33333206,669,701,-0.640856862,0.485356539,10,3,1,0.004151557,14.40999985,4.144000053,0.340000004,44.73253691,-63.01810329,126.0490915,0.583333321,0.583333321
138,384,1,60,754,726,-0.899999976,0.296653837,11,1,1,0.014642621,16.12299919,6.897999763,0.239999995,44.71234597,-63.07863331,131.786363,0.6,0.6
139,445,1,60,596,617,-0.800000012,1.45164752,13,0,1,0.101223968,13.34399986,4.222000122,0.204999998,44.69531941,-63.09451295,131.786363,0.6,0.6
140,409,1,62.5,593,518,-2.492791176,1.06735003,19,0,1,0.058871716,13.10700035,1.572000027,0.254999995,44.70627443,-62.84003976,140.6848368,0.625,0.625
141,466,1,62.5,666,579,-2.5,0,5,0,1,0.003557925,16.01300049,2.173000097,0.074000001,44.67116292,-63.44816146,140.6848368,0.625,0.625
142,536,1,62.5,578,493,-0.870522618,3.970965147,15,15,2,0.005504053,10.69699955,0.690999985,0.024,44.40683835,-64.27735293,140.6848368,0.625,0.625
143,641,1,62.5,646,673,-0.255539656,0.509290397,18,2,1,0.00192023,16.90800095,3.40899992,0.074000001,44.14945537,-64.52912389,140.6848368,0.625,0.625
144,673,1,62.66666794,745,740,-0.962499976,0.022499289,5,0,1,0.003205071,22.32099915,3.242000103,0.122000001,43.87509013,-64.90021486,141.2905561,0.626666679,0.626666679
145,401,1,63,661,673,-0.855134606,0.387341261,20,2,2,0.190014422,13.85200024,1.842000008,0.115000002,44.70846001,-62.82633666,142.506662,0.63,0.63
146,542,1,64,417,463,-2.133495808,1.907739043,15,3,2,0.040260267,12.49600029,0.828000009,0.192000002,44.39989296,-64.22094447,146.192443,0.64,0.64
147,601,1,66,584,611,-1.825000048,0.199847713,10,1,1,0.002255087,17.3560009,3.296999931,0.096000001,44.23863675,-64.40607661,153.732527,0.66,0.66
148,609,1,67,685,644,-2.072538853,0.05687486,20,1,1,0.014531987,13.37300014,2.426000118,0.166999996,44.22004006,-64.3543681,157.58683,0.67,0.67
149,722,1,67.5,724,743,-1,0.591813385,15,2,1,0.026451964,16.82900047,4.198999882,0.337000012,43.81633494,-64.92750833,159.5350468,0.675,0.675
150,680,1,68.5,707,742,-1.112499952,0.336959541,1,0,1,0.02641326,22.66799927,3.467999935,0.079000004,43.86803113,-64.96358452,163.4736108,0.685,0.685
151,181,1,70,707,695,-0.400000006,0,9,1,1,0.002367113,20.3239994,5.979000092,0.180999994,45.073406,-61.92260683,169.486783,0.7,0.7
152,367,1,70,658,495,0,2.649141312,8,1,1,0.008118755,21.30400085,3.007999897,0.148000002,44.71917751,-63.17056251,169.486783,0.7,0.7
153,376,1,70,787,750,-0.25,0.050792117,8,1,1,0.045476578,20.3390007,3.244999886,0.187000006,44.71602337,-63.17276274,169.486783,0.7,0.7
154,450,1,70,660,559,-0.300000012,1.718021512,14,0,1,0.003522478,13.31200027,5.309000015,0.180999994,44.69373673,-63.10290324,169.486783,0.7,0.7
155,453,1,70,555,536,-1.454066515,0.810454071,10,1,0,0.132245898,14.4659996,4.710000038,0.179000005,44.69240137,-63.16650843,169.486783,0.7,0.7
156,442,1,70.83333588,780,776,-0.448504388,0.118906982,23,1,1,0.047683053,13.29699993,1.50999999,0.188999996,44.69556162,-62.84006925,172.8820583,0.708333359,0.708333359
157,404,1,71.40000153,616,715,-0.65483886,0.616098821,19,1,1,0.111685462,13.38500023,1.898000002,0.175999999,44.70750239,-62.81838651,175.2131166,0.714000015,0.714000015
158,420,1,75,603,512,-2.72534585,0.654763043,19,0,1,0.090353318,12.56299973,1.480999947,0.294999987,44.70186266,-62.83961012,190.443518,0.75,0.75
159,560,1,75,689,543,-1.523925662,0.23874934,13,2,1,0.001061714,15.55799961,3.799000025,0.186000004,44.3848015,-64.27555536,190.443518,0.75,0.75
160,581,1,75,458,554,0,1.491790414,19,4,3,0.06725885,13.66699982,2.407999992,0.143000007,44.36508781,-64.20484745,190.443518,0.75,0.75
161,297,1,77.66666412,440,504,-2.625,2.174350977,16,4,1,0.090529174,13.41499996,1.493999958,0.035,44.82027172,-62.57145208,202.194655,0.776666641,0.776666641
162,611,1,78,645,584,-1.645839691,0.760891557,17,3,1,0.007012642,12.41100025,1.703999996,0.046999998,44.21653277,-64.38408141,203.691647,0.78,0.78
163,413,1,80,775,746,-0.899999976,0.116594791,13,2,1,0.079475284,14.7130003,6.379000187,0.196999997,44.70477822,-63.0865757,212.804603,0.8,0.8
164,427,1,80,746,715,-0.899999976,0.13852638,13,1,1,0.130359188,13.85599995,4.676000118,0.312999994,44.70005061,-63.08833577,212.804603,0.8,0.8
165,313,1,81.30000305,543,497,0.785956085,0.517566562,17,3,1,0.002257794,13.82900047,1.057999969,0.048,44.77715198,-62.68191997,218.8485319,0.813000031,0.813000031
166,714,1,81.66666412,363,132,-0.5,6.275972366,8,-2,1,0.002219694,17.61400032,5.086999893,0.157000005,43.82850047,-64.93486453,220.5703638,0.816666641,0.816666641
167,698,1,84,658,643,-2.133495808,0.086621955,5,0,1,0.027721971,19.95800018,4.589000225,0.229000002,43.8443411,-64.94843872,231.704603,0.84,0.84
168,610,1,85,641,525,-2.10301733,0.998970628,21,5,1,0.006943559,12.42700005,2.323999882,0.083999999,44.2182483,-64.34600206,236.570038,0.85,0.85
169,608,1,86,555,679,-1.402011633,0.929715455,17,3,1,0.007446335,13.35900021,1.756000042,0.30399999,44.22254465,-64.38203134,241.491647,0.86,0.86
170,716,1,86,770,658,-1.828710794,0.131724611,13,2,1,0.027457364,18.15299988,6.024000168,0.310000002,43.82343175,-64.93644176,241.491647,0.86,0.86
171,318,1,87.40000153,522,562,-1.99120152,0.391544104,12,3,1,0.002946999,12.94499969,1.14199996,0.129999995,44.77008517,-62.75494004,248.4762796,0.874000015,0.874000015
172,203,1,87.5,766,767,-0.300000012,0,12,1,1,0.035653431,17.97800064,6.735000134,0.231999993,45.06356501,-61.91478949,248.9793868,0.875,0.875
173,416,1,87.5,648,679,-0.794057548,1.382169127,21,2,1,0.042694557,12.61900043,1.521999955,0.25999999,44.70343432,-62.83695496,248.9793868,0.875,0.875
174,429,1,87.5,588,447,-4.055848122,0.296714962,19,0,2,0.007636227,12.80300045,1.368999958,0.209999993,44.69998008,-62.84535841,248.9793868,0.875,0.875
175,430,1,87.5,598,559,-2.357730865,0.923641205,20,0,1,0.056795146,12.51599979,1.486999989,0.294999987,44.69997154,-62.83917356,248.9793868,0.875,0.875
176,435,1,87.5,654,658,-1.548522234,0.719220936,21,1,1,0.063167393,13.18999958,1.536000013,0.280000001,44.69808104,-62.83917879,248.9793868,0.875,0.875
177,530,1,87.5,572,450,-1.593777895,1.639959216,15,11,2,0.005970271,10.93200016,0.713999987,0.044,44.40986398,-64.26027498,248.9793868,0.875,0.875
178,532,1,87.5,545,544,-1.928416729,1.085547209,15,8,2,0.036852617,12.38899994,1.067000031,0.066,44.40931613,-64.25279034,248.9793868,0.875,0.875
179,533,1,87.5,479,201,-3.79685688,3.951992035,13,8,2,0.007259638,11.70300007,0.967000008,0.035,44.40857475,-64.26288474,248.9793868,0.875,0.875
180,535,1,87.5,530,496,-2.334181786,1.270770073,15,6,2,0.035994284,12.8760004,1.337000012,0.048,44.40802707,-64.25540025,248.9793868,0.875,0.875
181,576,1,87.5,539,412,-2.081478357,2.827518702,16,2,2,0.011095778,11.77700043,1.340000033,0.057,44.37229179,-64.20894889,248.9793868,0.875,0.875
182,580,1,87.5,509,671,-0.242096305,0.777227938,19,6,2,0.089703865,13.41899967,2.078999996,0.105999999,44.3660653,-64.20179269,248.9793868,0.875,0.875
183,631,1,87.5,552,527,-1.501441717,1.139828086,16,0,1,0.002337947,16.95999908,3.236999989,0.032000002,44.15382435,-64.53230047,248.9793868,0.875,0.875
184,678,1,87.5,757,758,-0.699729681,0.026121425,6,0,1,0.020506188,22.11000061,3.082999945,0.144999996,43.8703078,-64.9035476,248.9793868,0.875,0.875
185,183,1,90,706,706,-0.300000012,0.249233276,10,1,1,0.002381517,19.96800041,6.041999817,0.173999995,45.0730658,-61.91994537,261.739823,0.9,0.9
186,198,1,90,719,690,-0.300000012,0,11,1,1,0.002162382,18.68499947,6.737999916,0.296000004,45.06831122,-61.91692269,261.739823,0.9,0.9
187,215,1,90,770,757,-2.099999905,0.116685711,15,1,1,0.053766206,15.66300011,5.394999981,0.316000015,45.05145016,-61.89990652,261.739823,0.9,0.9
188,396,1,90,714,710,-0.400000006,0.388702601,9,0,1,0.002745063,18.7329998,3.59100008,0.138999999,44.70876627,-63.17936881,261.739823,0.9,0.9
189,410,1,90,747,731,-0.5,0.065202713,9,1,1,0.002480239,17.13800049,5.059000015,0.195999995,44.70530244,-63.17803266,261.739823,0.9,0.9
190,428,1,90,735,721,-0.899999976,0.093068756,14,2,1,0.131994411,14.05099964,6.855000019,0.39199999,44.70005459,-63.08303444,261.739823,0.9,0.9
191,448,1,90,736,742,-0.699999988,0.411531329,10,1,0,0.054232877,16.04299927,4.769999981,0.136000007,44.6942976,-63.16253827,261.739823,0.9,0.9
192,240,1,91.40000153,602,633,-1.036083579,0.609381378,21,2,1,0.164186865,14.26299953,1.269999981,0.224000007,44.94317732,-62.05281333,269.0390304,0.914000015,0.914000015
193,512,1,91.5,331,343,-4.516666889,8.099056244,34,7,1,0.069064073,10.17800045,1.363000035,0.123000003,44.45563991,-63.58728751,269.5646068,0.915,0.915
194,548,1,93,635,460,-2.700000048,1.996752143,16,5,1,0.003800043,13.63500023,1.251999974,0.101000004,44.39688751,-64.23670353,277.515782,0.93,0.93
195,720,1,93.1818161,647,616,-1,2.346183777,15,1,1,0.029032847,16.46800041,4.988999844,0.26699999,43.81788769,-64.92886393,278.4881383,0.931818161,0.931818161
196,659,1,94,655,576,-2.895458698,0.192090198,10,0,1,0.036172695,12.54300022,2.319999933,0.056000002,43.92450812,-64.84598127,282.886783,0.94,0.94
197,337,1,94.30000305,665,479,0.854250312,0.558826029,9,3,1,0.00409076,15,3.096999884,0.201000005,44.73852386,-63.01545274,284.5090537,0.943000031,0.943000031
198,202,1,95,765,768,-0.300000012,0,11,1,1,0.035549592,18.40800095,6.758999825,0.270999998,45.06515271,-61.91609318,288.313958,0.95,0.95
199,381,1,95,771,761,-0.400000006,0.157893986,8,1,1,0.058878221,19.73500061,3.677000046,0.192000002,44.71350339,-63.17231337,288.313958,0.95,0.95
200,330,1,96.5,713,710,-0.361771852,0.37079829,7,4,1,0.005309379,14.96399975,3.184999943,0.170000002,44.74513833,-63.02739176,296.5600468,0.965,0.965
201,549,1,97,365,303,-2.133495808,4.152939796,10,2,1,0.001808919,14.21100044,0.985000014,0.082999997,44.39610301,-64.27931674,299.33683,0.97,0.97
202,550,1,97,614,427,-1.676318169,2.315981388,14,3,3,0.004700026,13.2840004,1.914999962,0.291000009,44.39632278,-64.25954477,299.33683,0.97,0.97
203,713,1,97,735,648,-1.523925662,0.601712704,11,1,1,0.027314596,18.49900055,5.721000195,0.293000013,43.82874904,-64.93879016,299.33683,0.97,0.97
204,684,1,98,564,523,-2.819262505,0.561803401,10,0,1,0.044653248,19.83699989,3.503000021,0.127000004,43.86187107,-64.88019591,304.932527,0.98,0.98
205,699,1,98,595,492,-3.078329802,0.102695815,14,1,1,0.093758866,16.59399986,3.371999979,0.166999996,43.84478359,-64.86529052,304.932527,0.98,0.98
206,290,1,98.19999695,498,400,-2.821918726,2.032772064,15,2,1,0.025967076,12.02700043,0.897000015,0.037,44.8412103,-62.45704039,306.0583901,0.98199997,0.98199997
207,308,1,98.69999695,577,677,-0.17945677,0.750210881,17,4,1,0.084752992,13.55200005,1.297999978,0.066,44.79296339,-62.5999733,308.8829212,0.98699997,0.98699997
208,555,1,99,452,390,-1.904906988,1.931358218,13,1,1,0.002279317,13.96399975,2.319999933,0.453999996,44.39470884,-64.26302592,310.584398,0.99,0.99
209,559,1,99,520,504,-1.584882617,0.513696015,13,3,1,0.001422203,15.19900036,3.292999983,0.27700001,44.38825694,-64.27650926,310.584398,0.99,0.99
210,165,1,99.30000305,501,633,-0.729508996,0.684057593,18,2,1,0.001030507,15.03199959,0.477999985,0.07,45.09252179,-61.72876257,312.2909306,0.993000031,0.993000031
211,679,1,100,562,491,-1.234379768,1.467987299,6,0,1,0.003898319,21.4489994,3.167000055,0.203999996,43.86947879,-64.89655183,316.292443,1,0.99
212,171,1,100,504,576,-0.095371939,0.696441591,18,8,1,0.001291007,13.81099987,0.75,0.028999999,45.07746759,-61.82336776,316.292443,1,0.99
213,309,1,100,541,505,0.219514281,0.662275195,18,6,1,0.19360283,13.0710001,1.358999968,0.050000001,44.78196046,-62.60712772,316.292443,1,0.99
214,315,1,100,688,710,-0.403441012,0.314518392,17,3,1,0.001859332,12.30900002,1.50999999,0.02,44.77464967,-62.68856889,316.292443,1,0.99
215,329,1,100,436,470,-2.330013037,2.582351446,16,4,1,0.077997722,12.56099987,1.379999995,0.037,44.75174539,-62.72627645,316.292443,1,0.99
216,331,1,100,721,542,-2.550263166,0.21789071,14,1,1,0.003570638,13.44999981,1.549999952,0.218999997,44.7449605,-62.79660543,316.292443,1,0.99
217,333,1,100,718,669,-0.131819785,0.380457371,15,1,1,0.003424812,13.21700001,1.360000014,0.179000005,44.74402228,-62.80058772,316.292443,1,0.99
218,365,1,100,730,723,-0.600000024,0.259563535,9,1,1,0.002330238,18.51499939,5.815000057,0.257999986,44.71988162,-63.11046235,316.292443,1,0.99
219,391,1,100,769,750,-0.300000012,0.195352718,9,1,1,0.04049094,19.14999962,4.953000069,0.246000007,44.71004276,-63.16876827,316.292443,1,0.99
220,403,1,100,681,725,-0.699999988,0.602698743,9,1,1,0.078927249,18.47999954,5.462999821,0.224999994,44.70783784,-63.16832003,316.292443,1,0.99
221,405,1,100,740,730,-0.300000012,0.132878825,9,0,1,0.002375249,18.2689991,3.542999983,0.152999997,44.70718877,-63.18068943,316.292443,1,0.99
222,422,1,100,731,715,-0.899999976,0.036784623,13,2,0,0.143454969,13.99199963,5.883999825,0.344000012,44.7013133,-63.08524518,316.292443,1,0.99
223,439,1,100,745,744,-0.200000003,0.060929053,13,0,1,0.092012972,13.49199963,4.677999973,0.234999999,44.69626168,-63.09804847,316.292443,1,0.99
224,440,1,100,683,655,-0.200000003,0.970632792,13,0,1,0.023587452,13.71899986,5.735000134,0.138999999,44.69562644,-63.10379007,316.292443,1,0.99
225,449,1,100,686,601,-0.050000001,0.875858903,13,0,1,0.002982876,13.74800014,5.675000191,0.153999999,44.6937335,-63.10643707,316.292443,1,0.99
226,539,1,100,475,323,-2.743066072,3.369152308,13,2,1,0.021361884,13.01599979,0.850000024,0.111000001,44.40013696,-64.25655003,316.292443,1,0.99
227,547,1,100,419,304,-2.468759537,2.398849249,12,4,1,0.001618501,14.31099987,1.567000031,0.158999994,44.3963786,-64.28283862,316.292443,1,0.99
228,690,1,100,661,588,-1.874428511,0.131072327,10,0,1,0.003822703,19.3390007,3.79399991,0.134000003,43.85537065,-64.89218512,316.292443,1,0.99
229,694,1,100,613,549,-2.011581898,0.787463605,14,1,1,0.081821956,18.01199913,3.290999889,0.126000002,43.85015929,-64.86415177,316.292443,1,0.99
230,700,1,100,684,601,-1.523925662,0.98570174,7,1,1,0.027794102,19.37700081,5.138000011,0.234999999,43.84156588,-64.9448653,316.292443,1,0.99
231,710,1,100,768,675,-1.523925662,0.283578336,9,1,1,0.027333245,19.0529995,5.381000042,0.35800001,43.83498154,-64.94291002,316.292443,1,0.99
232,751,1,100,610,524,-2.895458698,0.462561905,14,0,1,0.070453629,16.80900002,1.546000004,0.150000006,43.64221775,-65.31030353,316.292443,1,0.99
